# index, id, name, non_attrition, attrition, _pos
722,689860,Shanghai Institute of Biochemistry,0,0,"array([-1.97655522,  5.55937767])"
723,538435,Jawaharlal Nehru University,0,0,"array([-2.20539812,  5.62398893])"
724,4,Albany Medical College,0,0,"array([-2.12470882,  5.60621114])"
725,557534,Nagasaki University,0,0,"array([-2.45122458,  5.50524023])"
726,124,"Mayo Clinic Graduate School of Biomedical Sciences, The",0,0,"array([-2.00795375,  5.49740854])"
727,546386,Philipps-Universitat Marburg,0,0,"array([-2.17555896,  5.34125647])"
728,558844,Curie Institute Paris,0,0,"array([-1.70251497,  5.45151586])"
729,539391,Shanghai Jiao Tong University,0,0,"array([-2.24936902,  5.62560456])"
730,543302,Engelhardt Institute of Molecular Biology,0,0,"array([-2.01236963,  5.31158892])"
731,634390,MRC Laboratory of Molecular Biology,0,0,"array([-2.19731132,  6.08717038])"
732,634365,Max Planck Institute for Biological Cybernetics,0,0,"array([-2.61234232,  5.28500132])"
733,537146,University of New England,0,0,"array([-2.09101156,  5.22606969])"
734,411,UT Health Science Center at Houston,153,60,"array([-2.09690652,  5.43657362])"
735,689854,The Institute of Microbiology,0,0,"array([-1.48737748,  5.41374438])"
736,559996,Trinity College Dublin,0,0,"array([-2.27470879,  5.61070994])"
737,552581,Saitama Medical School,0,0,"array([-1.6410875 ,  5.62769813])"
738,555896,Chiba University,0,0,"array([-1.9450714 ,  5.63544198])"
739,550034,Golden Gate University,0,0,"array([-1.97694446,  5.77010983])"
740,539542,Madurai Kamaraj University,0,0,"array([-2.18275977,  5.27010414])"
741,125,Augusta,31,14,"array([-2.22995929,  5.44564929])"
742,554358,"Bose Institute, Calcutta",0,0,"array([-1.89474148,  5.13810605])"
743,556164,Institute of Atomic Physics,0,0,"array([-1.48371827,  5.60734588])"
744,620863,Polytechnique Montreal,0,0,"array([-1.92518816,  5.73988395])"
745,556355,King George's Medical College,0,0,"array([-2.41711985,  5.76246193])"
746,538642,University of Madras,0,0,"array([-2.27035219,  5.45191112])"
747,538149,All India Institute of Medical Sciences,0,0,"array([-2.23444116,  5.36590901])"
748,689801,Fourth Military Medical University,0,0,"array([-2.24138931,  5.67143883])"
749,557565,Pusan National University,0,0,"array([-2.04258523,  5.15527686])"
750,543970,University of Kerala,0,0,"array([-2.18572986,  5.81509106])"
751,556541,National Institute of Immunology,0,0,"array([-1.85117941,  5.46258715])"
752,619320,Jawaharlal Nehru Center for Advanced Scientific Research,0,0,"array([-2.41807833,  5.10156013])"
753,557762,University of Liege,0,0,"array([-2.22991061,  5.33640397])"
754,619462,National Polytechnic Institute of Mexico,0,0,"array([-1.89890827,  5.35462671])"
755,370,Cold Spring Harbor,12,2,"array([-2.27292678,  5.46578712])"
756,558676,Maastricht University,0,0,"array([-2.19194039,  5.72594625])"
757,549243,Kyushu University,0,0,"array([-1.99996268,  5.60166417])"
758,557611,Swedish University of Agricultural Sciences,0,0,"array([-1.87851333,  5.35735148])"
759,538708,Wageningen University,0,0,"array([-1.99101444,  5.55866177])"
760,545110,Xian Jiaotong University,0,0,"array([-2.33211394,  5.58888841])"
761,555985,Fachhochschule of Tech Wurzburg,0,0,"array([-1.46204121,  5.22097916])"
762,555439,Norwegian University of Life Sciences,0,0,"array([-2.56735565,  5.08164082])"
763,555697,University of Angers,0,0,"array([-1.93923704,  5.0573276 ])"
764,557569,Rajiv Gandhi University of Health Sciences,0,0,"array([-1.87668188,  5.88839778])"
765,538096,Osaka University,0,0,"array([-2.10005523,  5.35645441])"
766,540044,University of Pune,0,0,"array([-2.13525002,  5.67581852])"
767,541209,Beijing Medical University,0,0,"array([-2.16960433,  5.32344909])"
768,555332,La Scuola Internazionale Superiore di Studi Avanzati,0,0,"array([-2.01307253,  6.0069418 ])"
769,547656,Dublin City University,0,0,"array([-2.33795147,  5.28314425])"
770,239,Uniformed Services University,18,8,"array([-2.08695351,  5.55536914])"
771,339,University of the Pacific,1,1,"array([-2.06453452,  5.31518836])"
772,160,Oregon Health & Science,87,30,"array([-2.15797957,  5.41222257])"
773,614314,Albertus Magnus College,0,0,"array([-2.09902311,  5.99016429])"
774,540602,Max Planck Institute of Biochemistry,0,0,"array([-2.50419285,  5.75684588])"
775,539248,Hokkaido University,0,0,"array([-2.13121143,  5.31621889])"
776,559342,Mount Sinai School of Medicine,0,0,"array([-1.8278294 ,  5.37960922])"
777,111,LSU Health Shreveport,28,12,"array([-2.12207247,  5.61760709])"
778,543576,University of Groningen,0,0,"array([-2.12713051,  5.63242768])"
779,184,Scripps Research (California),118,33,"array([-2.15011263,  5.4382688 ])"
780,541295,Gifu University,0,0,"array([-2.35592121,  5.33600157])"
781,110,LSU Health New Orleans,47,22,"array([-2.27010568,  5.58543523])"
782,554508,University of Leicester,0,0,"array([-2.0241567 ,  5.37611417])"
783,540462,University of Naples,0,0,"array([-2.15581898,  5.66703871])"
784,556678,Ponce Health Sciences University,0,0,"array([-1.84512033,  5.38613122])"
785,556058,Griffith University,0,0,"array([-1.91239302,  5.53344361])"
786,689919,Dalian Institute of Chemical Physics,0,0,"array([-2.14026438,  5.1698757 ])"
787,537913,University of Bath,0,0,"array([-1.98887557,  5.63619699])"
788,542305,University of Waikato,0,0,"array([-1.92190039,  5.36890009])"
789,557719,University of the West of England,0,0,"array([-2.27237331,  5.20681561])"
790,557238,University of Texas Health Science Center - Campus Unknown,0,0,"array([-2.31999285,  5.53834431])"
791,539052,University of Mysore,0,0,"array([-2.31648162,  5.55649458])"
792,236,Thomas Jefferson,72,35,"array([-2.14912963,  5.38216683])"
793,297,University of Medicine and Dentistry of New Jersey,0,0,"array([-2.28337645,  5.49536392])"
794,557577,Russian Cancer Research Center,0,0,"array([-2.07451332,  5.7793268 ])"
795,544640,University of Pasteur Strasbourg,0,0,"array([-1.5141893 ,  5.43719382])"
796,538933,Wuhan University,0,0,"array([-2.29719796,  5.37498639])"
797,540871,University of Montpellier II,0,0,"array([-1.91299111,  5.49350865])"
798,559006,University of Canberra,0,0,"array([-2.51385231,  5.09966567])"
799,539904,University of Poona,0,0,"array([-2.48277009,  5.73944293])"
800,557011,Umea University,0,0,"array([-2.04728905,  5.70537006])"
801,612695,Weitzman Institute,0,0,"array([-2.59532737,  6.02260411])"
802,416,Richard Gilder Graduate School at the AMNH,0,0,"array([-2.61283365,  5.18019878])"
803,557663,"University of New Brunswick, Fredericton",0,0,"array([-2.28622614,  5.596367  ])"
804,556236,"Institute of Molecular Genetics, Moscow",0,0,"array([-1.82886476,  5.61637748])"
805,690072,Deutsches Elektronen-Synchrotron,0,0,"array([-2.25717383,  6.28420868])"
806,541553,Universite Victor Segalen,0,0,"array([-2.13478617,  5.09033432])"
807,540499,National University of La Plata,0,0,"array([-2.21805253,  5.6630548 ])"
808,555975,Erasmus University Rotterdam,0,0,"array([-2.10532028,  5.33945219])"
809,539469,University of Regensburg,0,0,"array([-2.10198915,  5.6778697 ])"
810,556423,Maharaja Sayajirao University of Baroda,0,0,"array([-2.22585257,  5.67824154])"
811,689908,Institute of Genetics and Selection of Industrial Microorganisms,0,0,"array([-2.16684588,  5.13268786])"
812,557686,University of the Algarve,0,0,"array([-2.07554906,  6.08888025])"
813,538214,University of Tsukuba,0,0,"array([-1.96715058,  5.54572708])"
814,558517,"University of Texas MD Anderson Cancer Center, The",0,0,"array([-1.95538947,  5.45860473])"
815,206,SUNY College of Environmental Science and Forestry,53,22,"array([-2.19835001,  5.40049389])"
816,249,University of Arkansas for Medical Sciences,42,18,"array([-2.23870601,  5.46468925])"
817,558976,Swiss Tropical and Public Health Institute,0,0,"array([-1.40918566,  5.30761631])"
818,555500,Southwestern University,0,0,"array([-1.6244958,  5.3168979])"
819,557002,Trinity College and Theological Seminary,0,0,"array([-2.27476272,  5.35143645])"
820,542199,Sophia University,0,0,"array([-2.57805136,  5.77009494])"
821,554647,National University of San Martin,0,0,"array([-2.07029338,  6.00870559])"
822,544037,James Cook University,0,0,"array([-2.35023327,  5.41303648])"
823,541374,Bach Institute of Biochemistry Moscow,0,0,"array([-1.93829534,  5.72186384])"
824,538142,University of Cologne,0,0,"array([-2.04624313,  5.55920188])"
825,689784,University of Parma,0,0,"array([-2.36265101,  5.42979892])"
826,553705,United States National Institutes of Health (NIH),0,0,"array([-2.09385126,  5.13645849])"
827,545115,Tokyo Metropolitan University,0,0,"array([-2.09896321,  5.16244965])"
828,537949,Durham University,0,0,"array([-2.04358184,  5.59065052])"
829,537907,Queen's University Belfast,0,0,"array([-2.02263503,  5.56570832])"
830,557224,University of Science and Technology,0,0,"array([-1.47349454,  5.15641873])"
831,303,University of Mississippi Medical Center,38,14,"array([-2.09679287,  5.38492237])"
832,541546,University of Rostock,0,0,"array([-2.40898813,  5.41371286])"
833,556983,"Theodor Boveri Institute, Wuerzburg",0,0,"array([-1.71595545,  6.0693305 ])"
834,539078,Jilin University,0,0,"array([-2.25644358,  5.31523018])"
835,556321,Kagawa University,0,0,"array([-1.73425401,  5.37283742])"
836,208,SUNY Downstate Health Sciences,56,28,"array([-2.21911264,  5.56234623])"
837,41,Clark Atlanta,12,5,"array([-2.26183218,  5.55962674])"
838,689772,RMIT University Melbourne,0,0,"array([-2.28279549,  5.28035809])"
839,555945,Deakin University,0,0,"array([-1.82775167,  5.69990923])"
840,557202,University of Peradeniya,0,0,"array([-1.68559758,  6.06235285])"
841,541902,University of Tasmania,0,0,"array([-2.29540839,  5.67787703])"
842,557688,University of the Ryukyus,0,0,"array([-2.52768466,  5.86086276])"
843,556463,Medical University of Lublin,0,0,"array([-1.76820746,  5.33411225])"
844,556822,Shanghai Institute of Ceramics,0,0,"array([-2.43370863,  4.7435426 ])"
845,539230,Medical College of Ohio,0,0,"array([-2.3228992 ,  5.52334785])"
846,556959,Technical University of Lisbon,0,0,"array([-2.4934306 ,  5.42461717])"
847,542814,University of Murcia,0,0,"array([-1.96428339,  5.20752879])"
848,556679,Pontifical Catholic University Of Chile,0,0,"array([-1.96745336,  5.31997396])"
849,538345,University of Otago,0,0,"array([-2.28455645,  5.44590581])"
850,209,SUNY Upstate Medical,48,30,"array([-2.2425354 ,  5.48485482])"
851,618647,Max Planck Institute for Plant Breeding Research,0,0,"array([-2.54321377,  5.62036162])"
852,543363,Heinrich-Heine University,0,0,"array([-1.93038177,  5.50106554])"
853,536970,Utah State University - Brigham City Campus,0,0,"array([-2.75324144,  5.7183164 ])"
854,310,University of Nebraska Medical Center,64,28,"array([-2.19493746,  5.35864791])"
855,690074,"Institute for Genetics and Selection of Industrial Microorganisms, Russia",0,0,"array([-1.56661181,  5.45598478])"
856,557725,Ecole Centrale Lyon,0,0,"array([-1.8813983,  5.1579789])"
857,557151,University of Ioannina,0,0,"array([-2.36717974,  5.68147729])"
858,538340,Indian Agricultural Research Institute,0,0,"array([-2.11201971,  5.25745385])"
859,547025,Chongqing Medical University,0,0,"array([-2.34842935,  5.25519588])"
860,543127,Kanpur University,0,0,"array([-2.39682346,  5.32717265])"
861,537143,University of Keele,0,0,"array([-2.29167149,  5.72355938])"
862,333,University of South Dakota,19,8,"array([-2.0888741 ,  5.39317915])"
863,556420,Macquarie University,0,0,"array([-2.09929554,  5.29916959])"
864,95,Indiana University of Pennsylvania,16,3,"array([-2.06910218,  5.42864114])"
865,554579,Helmholtz Center Munich,0,0,"array([-1.61229466,  5.7721548 ])"
866,556227,"Institute of Microbial Technology, Chandigarh, India",0,0,"array([-2.32821273,  5.23609797])"
867,539882,Xiamen University,0,0,"array([-2.18169638,  5.23011437])"
868,557437,Escola Paulista de Medicina,0,0,"array([-2.60348157,  5.57171053])"
869,545639,Universidade Federal de Rio,0,0,"array([-2.4508354 ,  5.81920082])"
870,557197,University of Palermo,0,0,"array([-1.92399278,  5.32350324])"
871,544069,University of Trieste,0,0,"array([-2.37448912,  5.51404422])"
872,543437,University of Siena,0,0,"array([-2.06479094,  5.29251066])"
873,538143,University Simon Bolivar,0,0,"array([-1.4640374 ,  5.66927874])"
874,631050,University of the Littoral Opal Coast,0,0,"array([-1.6097622 ,  5.86326703])"
875,538035,University of Padua,0,0,"array([-2.26287922,  5.64278958])"
876,555867,"Catholic University of the Sacred Heart, Rome",0,0,"array([-1.83804735,  5.77132501])"
877,549384,Chonnam National University,0,0,"array([-2.52698191,  5.22360697])"
878,227,University of Tennessee Health Science Center,33,17,"array([-2.11028462,  5.42095035])"
879,556604,North Eastern Hill University,0,0,"array([-1.81048898,  5.34340573])"
880,554618,Mahidol University In Bangkok,0,0,"array([-1.85393051,  5.53613882])"
881,556530,National Centre for Cell Science,0,0,"array([-2.57998673,  5.41690606])"
882,538041,Peking Union Medical College,0,0,"array([-2.07210767,  5.34013351])"
883,340,University of the Sciences,2,2,"array([-2.13561951,  5.36020718])"
884,544996,University of Chinese Academy of Sciences,0,0,"array([-1.89125023,  5.53942611])"
885,556432,Marche Polytechnic University,0,0,"array([-2.38452024,  5.00438342])"
886,537951,University of Exeter,0,0,"array([-2.28747351,  5.33197132])"
887,543736,University of Bergen,0,0,"array([-2.17950062,  5.21183195])"
888,554774,University of South Bohemia,0,0,"array([-2.59266899,  5.49023042])"
889,618822,University of La Rochelle,0,0,"array([-2.8546994 ,  5.04087483])"
890,187,Seton Hall,4,4,"array([-2.25323004,  5.43116187])"
891,557403,Beijing Normal University,0,0,"array([-2.37117102,  5.32686543])"
892,557967,National University,0,0,"array([-2.12404587,  5.9553521 ])"
893,539393,University of KwaZulu-Natal,0,0,"array([-1.96852316,  5.39483249])"
894,557242,University Of The East Ramon Magsaysay Memorial Medical center,0,0,"array([-2.75774955,  5.60265857])"
895,690001,Southern Medical University,0,0,"array([-2.53231078,  5.19517374])"
896,539616,Harbin Institute of Technology,0,0,"array([-1.90875083,  5.41938237])"
897,558515,University of Maryland Center for Environmental Science,0,0,"array([-2.78834786,  5.40531983])"
898,537930,University of Southampton,0,0,"array([-2.24238164,  5.41088314])"
899,689830,Sant'Anna School of Advanced Studies,0,0,"array([-1.87349381,  5.43066275])"
900,555549,Université Blaise Pascal,0,0,"array([-2.19058639,  4.66501975])"
901,52,Creighton,27,14,"array([-2.26080409,  5.5206337 ])"
902,548320,Okayama University,0,0,"array([-2.19336189,  5.25303793])"
903,629458,"University of Colorado, Anschutz Medical Campus",0,0,"array([-2.26780588,  5.76966139])"
904,542824,Shanghai Institute,0,0,"array([-2.34655608,  5.11775007])"
905,558909,Vector Institute,0,0,"array([-1.70378729,  5.99717969])"
906,13,Arkansas State,1,1,"array([-2.01098774,  5.42692401])"
907,556322,Kagoshima University,0,0,"array([-1.84810597,  5.66611597])"
908,555379,Medical University of Warsaw,0,0,"array([-1.85350434,  5.4419062 ])"
909,542479,Nanjing University,0,0,"array([-1.97677859,  5.43829682])"
910,538703,University of Brussels,0,0,"array([-2.33576436,  5.30121505])"
911,558934,"Mayo Clinic College of Medicine, Rochester",0,0,"array([-2.57638122,  5.55718417])"
912,139,Morgan State,1,1,"array([-2.19312184,  5.5997861 ])"
913,555108,"Chicago Medical School, Chicago, IL",0,0,"array([-2.34378111,  5.65593171])"
914,539055,Pohang University of Science and Technology,0,0,"array([-2.13199239,  5.69857827])"
915,553658,Hanyang University,0,0,"array([-2.34667007,  5.67540057])"
916,538361,National Yang-Ming University,0,0,"array([-2.39078652,  5.65600744])"
917,557590,Shanghai Institutes for Biological Sciences,0,0,"array([-2.10021639,  5.71127632])"
918,224,Texas Woman's,7,3,"array([-2.19004854,  5.55297491])"
919,557052,Universidade Federal de Minas Gerais,0,0,"array([-2.28819181,  5.30147794])"
920,538795,University of Hull,0,0,"array([-2.29537301,  5.65855128])"
921,541492,University of Puerto Rico,0,0,"array([-2.28828828,  5.58016661])"
922,539475,Nanjing Agricultural University,0,0,"array([-2.05664471,  5.74033387])"
923,540124,Haryana Agricultural University,0,0,"array([-2.23092467,  5.83989226])"
924,549329,Devi Ahilya University,0,0,"array([-1.87255263,  5.44972637])"
925,145,New York Medical College,32,13,"array([-2.16944273,  5.39362516])"
926,556996,Tongji University,0,0,"array([-2.31240162,  5.29717673])"
927,538263,University of Chile,0,0,"array([-2.29641787,  5.35030843])"
928,554291,Second Military Medical University,0,0,"array([-1.89912411,  5.43312593])"
929,557638,University of Almería,0,0,"array([-1.80796958,  5.11679495])"
930,223,Texas Tech University Health Sciences Center,12,5,"array([-2.13768836,  5.41162767])"
931,542535,Cairo University,0,0,"array([-2.34310093,  5.491984  ])"
932,543785,Bogomoletz Institute of Physiology,0,0,"array([-1.95027167,  5.43166259])"
933,106,Loma Linda,11,7,"array([-2.15644386,  5.3681665 ])"
934,543337,Central Queensland University,0,0,"array([-1.96014029,  5.8663367 ])"
935,557314,Witten/Herdecke University,0,0,"array([-2.36311486,  5.87544773])"
936,557654,University of Lagos,0,0,"array([-2.27415557,  5.93648042])"
937,558188,Indian Association for the Cultivation of Science,0,0,"array([-1.92819133,  5.97573163])"
938,556751,Royal Veterinary and Agricultural University,0,0,"array([-2.53432946,  5.43980576])"
939,541448,Shandong University,0,0,"array([-2.14966104,  5.67989822])"
940,399,UNC Wilmington,3,1,"array([-2.29175182,  5.53180567])"
941,557209,University of Punjab,0,0,"array([-1.94880651,  5.39642936])"
942,556401,Liverpool John Moores University,0,0,"array([-2.2558845 ,  5.22347154])"
943,539953,The Open University,0,0,"array([-1.95048059,  5.51126311])"
944,557744,Oxford Brookes University,0,0,"array([-2.33471685,  5.72374893])"
945,3,Alabama A&M,10,4,"array([-2.31936753,  5.43580083])"
946,169,Pardee Rand Graduate School,0,0,"array([-2.02853081,  5.62279528])"
947,556960,Technical University of Madrid,0,0,"array([-2.26855553,  5.29690605])"
948,107,Long Island University Brooklyn,12,3,"array([-2.27803464,  5.5714288 ])"
949,549240,Ludwik Hirszfeld Institute of Immunology and Experimental Therapy,0,0,"array([-1.82079525,  5.87359852])"
950,554547,Chittaranjan National Cancer Institute,0,0,"array([-1.61794628,  5.11224771])"
951,690157,"Universite Felix Houphouet-Boigny, Ivory Coast",0,0,"array([-2.25731118,  4.85991471])"
952,538151,University of Pisa,0,0,"array([-2.33142586,  5.41143083])"
953,547669,University of Benin,0,0,"array([-1.83916214,  5.72128585])"
954,538067,University of the Philippines,0,0,"array([-2.00929173,  5.29529197])"
955,541482,Universidad Nacional Autonoma de Mexico,0,0,"array([-2.35788872,  5.57501513])"
956,556977,"Texas A&M University, Galveston",0,0,"array([-2.49780075,  5.5734343 ])"
957,542498,Murdoch University,0,0,"array([-2.22054243,  5.24340171])"
958,689944,Huazhong Agricultural University,0,0,"array([-2.31253013,  5.71615329])"
959,689764,University of Strathclyde,0,0,"array([-2.13016803,  5.34628864])"
960,540328,Osmania University,0,0,"array([-2.30567321,  5.33319707])"
961,689874,Saitama University,0,0,"array([-2.18775252,  5.84066279])"
962,554538,Center For Research And Advanced Studies,0,0,"array([-1.8486613 ,  5.28511133])"
963,555839,Brock University,0,0,"array([-2.26942059,  5.08952808])"
964,557855,Northeast Louisiana University,0,0,"array([-2.24048351,  5.05967781])"
965,690077,Instituto Politécnico Nacional,0,0,"array([-1.65832821,  5.13202506])"
966,556202,Institute of Genetics and Animal Breeding,0,0,"array([-2.22830621,  6.07675448])"
967,556699,Pushchino State University,0,0,"array([-1.65197698,  6.07917366])"
968,689915,Yonsei University,0,0,"array([-2.23400701,  5.6344121 ])"
969,541316,Kobe University,0,0,"array([-2.25701388,  5.26612939])"
970,549741,Mahrishi Dayanand University,0,0,"array([-1.42947368,  5.22152685])"
971,554595,"Institute of Cytology and Genetics, Novosibirsk, Russia",0,0,"array([-2.21844506,  5.81145092])"
972,197,St. John's,9,4,"array([-2.20113974,  5.37422038])"
973,557169,University of Malaga,0,0,"array([-1.81662062,  5.26048247])"
974,543655,Teikyo University School of Medicine,0,0,"array([-1.60438952,  5.39131464])"
975,557484,Institute Theoretical and Experimental Biophysics,0,0,"array([-2.50351465,  5.3176187 ])"
976,558421,"Bloodcenter of Wisconsin, Inc.",0,0,"array([-1.39960352,  5.81650915])"
977,537189,Macalester College,0,0,"array([-1.90180577,  4.98031504])"
978,538225,University of Potsdam,0,0,"array([-2.05108263,  5.27811472])"
979,557138,University of Halle,0,0,"array([-1.82775388,  5.90887366])"
980,558962,"University of Minnesota, Morris",0,0,"array([-1.7410739 ,  5.81868136])"
981,556716,Research Institute for Applied Microbiology,0,0,"array([-1.41538986,  5.78260601])"
982,557838,University of Castilla La Mancha,0,0,"array([-2.65029844,  5.70854979])"
983,556955,Technical University Dresden,0,0,"array([-2.37099622,  5.41901329])"
984,551527,Hahnemann University Hospital,0,0,"array([-2.19466266,  5.65837307])"
985,129,Meharry Medical College,17,4,"array([-2.29127387,  5.42564921])"
986,555328,Kochi Medical School,0,0,"array([-2.56096345,  5.28920342])"
987,556540,National Institute of Health and Family Welfare,0,0,"array([-2.56920743,  5.82448924])"
988,556180,"Institute of Chemical Technology, Prague",0,0,"array([-2.45160895,  5.56053879])"
989,689861,"Medical Research Council, United Kingdom",0,0,"array([-2.55911028,  5.60341196])"
990,689868,University of Nigeria,0,0,"array([-2.36694797,  5.77165718])"
991,538837,"Union College, KY",0,0,"array([-2.10835555,  5.75033971])"
992,546734,Hunan Medical University,0,0,"array([-2.0381454 ,  5.25966029])"
993,557693,University of Tucuman,0,0,"array([-2.49200393,  5.09414138])"
994,689885,Dalian University of Technology,0,0,"array([-1.85016098,  5.48369341])"
995,556998,Tottori University,0,0,"array([-1.80632093,  5.05001971])"
996,600,Alabama State,0,0,"array([-2.31366488,  5.36370404])"
997,689902,South China University Of Tropical Agriculture,0,0,"array([-2.32915491,  5.04339072])"
998,120,Marshall,5,2,"array([-2.24186748,  5.587256  ])"
999,538141,Christian Medical College,0,0,"array([-2.44134858,  5.39412036])"
1000,557670,University of Porto,0,0,"array([-2.27888672,  5.75008003])"
1001,556091,Hong Kong Baptist University,0,0,"array([-1.99816457,  5.09926002])"
1002,689865,University of Sherbrooke,0,0,"array([-2.42018857,  5.50092684])"
1003,557395,"Augsburg University, Minneapolis",0,0,"array([-2.5655522 ,  4.95065087])"
1004,537869,University of California System,0,0,"array([-1.98729541,  5.67060626])"
1005,551991,University of Hohenheim,0,0,"array([-1.95394149,  5.57445253])"
1006,557226,University of Sciences,0,0,"array([-1.73028488,  5.95398465])"
1007,558007,University of Kalyani,0,0,"array([-2.57733389,  5.38390632])"
1008,689828,Glushkov Institute Of Cybernetics,0,0,"array([-1.79470039,  5.75491432])"
1009,556778,Sao Paulo State University,0,0,"array([-1.93661715,  5.56521758])"
1010,558204,University of Paris - Saclay,0,0,"array([-2.40361037,  5.25439376])"
1011,555642,University of Szeged,0,0,"array([-1.97394485,  5.2453273 ])"
1012,540763,University of Florence,0,0,"array([-2.18054657,  5.28790015])"
1013,558774,ENSAE ParisTech,0,0,"array([-2.62453814,  5.38531127])"
1014,689781,London School of Economics and Political Science,0,0,"array([-2.04151539,  5.45297701])"
1015,690125,French National Centre for Scientific Research,0,0,"array([-1.57147045,  5.71498168])"
1016,689969,Bocconi University,0,0,"array([-2.17822029,  5.71471853])"
1017,539325,Keio University,0,0,"array([-2.1845132 ,  5.68166729])"
1018,537147,University of New South Wales,0,0,"array([-2.25602409,  5.41855892])"
1019,557809,City College (CUNY),0,0,"array([-2.21006031,  5.72737748])"
1020,558208,Frankfurt School of Finance and Management,0,0,"array([-1.74911971,  5.783371  ])"
1021,396,New School,88,25,"array([-2.12072295,  5.52718172])"
1022,554655,New York Law School,0,0,"array([-1.83047706,  5.47441087])"
1023,549641,University of Kassel,0,0,"array([-1.82482839,  5.66807952])"
1024,539166,Cranfield University,0,0,"array([-1.8726147,  5.549946 ])"
1025,555213,Franklin Pierce Law Center,0,0,"array([-2.07621676,  5.93462519])"
1026,555506,Stetson University,0,0,"array([-1.62495113,  5.44664314])"
1027,558133,Paris School of Economics,0,0,"array([-1.83372264,  5.40867107])"
1028,557295,"Washburn University, Topeka",0,0,"array([-1.79964477,  5.89044894])"
1029,558904,Renmin University of China,0,0,"array([-2.44469322,  5.22743357])"
1030,557792,Universidad de Alicante,0,0,"array([-1.89675512,  5.68873088])"
1031,57,DePaul,23,4,"array([-2.13710713,  5.38307136])"
1032,201,Suffolk,4,1,"array([-2.28944842,  5.56186994])"
1033,555652,Western Sydney University,0,0,"array([-2.52401179,  5.80599759])"
1034,540457,Insead university,0,0,"array([-1.97966653,  5.46041476])"
1035,557807,Baruch College (CUNY),0,0,"array([-1.81925067,  5.52918087])"
1036,538136,Capella University,0,0,"array([-2.00968853,  5.55737345])"
1037,556638,Our Lady of the Lake University,0,0,"array([-1.69538229,  5.4981044 ])"
1038,554736,Universidade Nova De Lisboa,0,0,"array([-2.21469556,  5.85354522])"
1039,555088,Capital University,0,0,"array([-2.40113279,  5.07709265])"
1040,556612,North-West University,0,0,"array([-1.83988274,  5.32739173])"
1041,690003,"Bournemouth University, United Kingdom",0,0,"array([-1.98680774,  5.02124178])"
1042,556607,"Northcentral University, Prescott Valley",0,0,"array([-1.89822568,  5.50975786])"
1043,558205,Selcuk University,0,0,"array([-2.72376853,  5.35274562])"
1044,558009,Central Penn College,0,0,"array([-1.57912248,  5.18416345])"
1045,539734,University of St. Gallen,0,0,"array([-2.22162217,  5.26100654])"
1046,330,University of San Diego,51,28,"array([-2.24017427,  5.43661801])"
1047,617213,IE University,0,0,"array([-2.60394026,  5.93169671])"
1048,541206,"University of Technology, Sydney",0,0,"array([-1.84020922,  5.54637714])"
1049,554619,Manhattan School of Music,0,0,"array([-2.34643557,  5.51820024])"
1050,541014,University of Salamanca,0,0,"array([-2.38618207,  5.37229884])"
1051,557407,Bond University,0,0,"array([-2.18729655,  5.02266953])"
1052,556318,Jonkoping International Business School,0,0,"array([-2.67981567,  5.89008147])"
1053,558163,United States Sports Academy,0,0,"array([-2.57064112,  4.82030876])"
1054,235,University of Texas-Pan American,0,0,"array([-2.41008725,  5.52417261])"
1055,557748,Ca'Foscari University of Venice,0,0,"array([-2.41325025,  5.60523393])"
1056,183,Saybrook,0,0,"array([-2.1225441 ,  5.15458757])"
1057,557461,Hamline University,0,0,"array([-2.70837718,  5.58859381])"
1058,556415,"Loyola Law School, Los Angeles",0,0,"array([-2.68069459,  6.02153129])"
1059,557291,Walden University,0,0,"array([-2.01017821,  5.45787197])"
1060,690178,Henley Management College,0,0,"array([-1.96512375,  4.72503458])"
1061,556317,John Marshall Law School,0,0,"array([-1.77913787,  5.16066623])"
1062,170,Regent University,12,6,"array([-2.02774578,  5.65352841])"
1063,556054,Grand Canyon University,0,0,"array([-2.40643681,  5.27850825])"
1064,614487,Delaware Valley University,0,0,"array([-2.5571463 ,  6.00821518])"
1065,541471,Tilburg University,0,0,"array([-2.287495  ,  5.62141364])"
1066,559987,"Thammasat University, Thailand",0,0,"array([-2.94554517,  5.36784678])"
1067,558146,Sejong University,0,0,"array([-2.64592916,  4.8905803 ])"
1068,554566,Ewha Women's University,0,0,"array([-2.39255245,  5.51676827])"
1069,538201,Cracow University,0,0,"array([-2.18827863,  5.91189235])"
1070,558138,Revans University,0,0,"array([-2.02585538,  6.19575364])"
1071,637605,MINES ParisTech,0,0,"array([-2.24732973,  5.19807348])"
1072,382,Gonzaga,0,0,"array([-2.2782095 ,  5.26154641])"
1073,557120,"University of Denmark, Copenhagen-Lyngby",0,0,"array([-2.64722502,  5.39240294])"
1074,541489,HEC Paris,0,0,"array([-2.35002493,  5.39582025])"
1075,555033,Argosy University-Orange County,0,0,"array([-1.38888989,  5.35210999])"
1076,689862,Rand Afrikaans University,0,0,"array([-2.36898735,  5.85576385])"
1077,556861,Southern Cross University,0,0,"array([-1.88244427,  5.80512961])"
1078,625129,Northcentral University,0,0,"array([-2.6362274,  5.6601365])"
1079,555371,Max Planck Institute for Evolutional Anthropology,0,0,"array([-2.20208473,  5.97728761])"
