# index, id, name, non_attrition, attrition, _pos
1759,557040,"Universidad Nacional de EducaciÜn a Distancia, Madrid, Spain",0,0,"array([-1.98539947,  5.07727629])"
1760,557089,"University Institute of Chemical Technology, Bombay",0,0,"array([-2.71548209,  5.28231598])"
1761,558168,University of Electronic Science and Technology of China,0,0,"array([-2.131549  ,  6.12317923])"
1762,558248,Technical University of Valencia,0,0,"array([-1.866678  ,  5.82062139])"
1763,555249,Hengyang Medical College,0,0,"array([-2.21399016,  5.02555199])"
1764,552773,Federal University of Sao Paulo,0,0,"array([-2.41782198,  5.33711554])"
1765,558684,Amirkabir University of Technology,0,0,"array([-2.59218431,  5.20097467])"
1766,558710,"Institute of Chemical Industry, Moscow",0,0,"array([-1.73863301,  4.92057694])"
1767,558678,University of Mar del Plata,0,0,"array([-1.61591904,  5.20463806])"
1768,556245,Institute of Paper Chemistry,0,0,"array([-1.94131888,  4.84346575])"
1769,622216,Slovak University of Technology in Bratislava,0,0,"array([-2.43573809,  5.80306034])"
1770,555702,Abo Akademi University,0,0,"array([-2.32480271,  4.88123525])"
1771,558910,Zhejiang University of Technology,0,0,"array([-1.55465727,  4.909143  ])"
1772,539762,Victoria University of Manchester,0,0,"array([-2.65612244,  5.24298121])"
1773,557038,Universidad Industrial de Santander,0,0,"array([-2.472826  ,  5.24704119])"
1774,556877,Sree Chitra Tirunal Institute of Medical Sciences and Technology,0,0,"array([-2.51219877,  5.64373072])"
1775,545456,Yokohama National University,0,0,"array([-2.46572848,  5.71769614])"
1776,558527,University of Malaya,0,0,"array([-2.47677834,  5.59440644])"
1777,557047,Universidad Politecnica de Madrid,0,0,"array([-2.27540725,  5.86699475])"
1778,622203,Nanjing Tech University,0,0,"array([-1.68631858,  6.16173156])"
1779,555914,Clarkson College,0,0,"array([-2.47018866,  5.76361327])"
1780,557185,University of Nancy,0,0,"array([-1.76826105,  5.5998205 ])"
1781,556015,Frumkin Institute of Electrochemistry,0,0,"array([-2.01910945,  5.96165205])"
1782,557387,Acharya Nagarjuna University,0,0,"array([-1.59244144,  5.73445246])"
1783,540913,Von Karman Institute for Fluid Dynamics,0,0,"array([-2.09488939,  4.98307269])"
1784,614576,Indiana Institute of Technology,0,0,"array([-2.42638193,  5.07065965])"
1785,549395,Moscow Aviation Institute,0,0,"array([-2.82001335,  5.11913796])"
1786,559930,Polytechnic University,0,0,"array([-2.00458452,  4.95607482])"
1787,556147,Institute for Superhard Materials,0,0,"array([-2.7401874 ,  5.40869131])"
1788,557417,City University in London,0,0,"array([-2.08166357,  5.82671139])"
1789,557434,Ecole Nationale Supérieure en Génie des Technologies Industrielles,0,0,"array([-1.67169854,  5.92709779])"
1790,668642,Mondragon University,0,0,"array([-1.43663266,  5.57967172])"
1791,557974,Grenoble Institute of Technology,0,0,"array([-2.29262926,  5.70279485])"
1792,556748,Royal Melbourne Institute of Technology,0,0,"array([-1.9117058 ,  5.21318711])"
1793,689779,University of Science and Technologies,0,0,"array([-2.51042996,  5.29367713])"
1794,557272,Utsunomiya University,0,0,"array([-2.42148835,  6.14023452])"
1795,689961,Chongqing University,0,0,"array([-2.34040885,  5.07066104])"
1796,543992,Mechanical Engineering Research Institute of Russian Academy of Sciences,0,0,"array([-2.738602  ,  5.75110525])"
1797,556382,Lappeenranta University of Technology,0,0,"array([-2.70567217,  5.87272181])"
1798,538232,Istanbul Technical University,0,0,"array([-2.15647677,  5.73226063])"
1799,558052,Baltic State Technical University,0,0,"array([-2.16591817,  4.81539749])"
1800,689922,Ryukoku University,0,0,"array([-1.59590669,  5.45149638])"
1801,544934,Inha University,0,0,"array([-2.01854865,  5.91812301])"
1802,556309,"Jawaharlal Nehru Technological University, Hyderabad, India",0,0,"array([-2.31040732,  6.10705838])"
1803,557625,Universidad de San Andres,0,0,"array([-2.06778285,  4.87126215])"
1804,558932,University of Paris - Est,0,0,"array([-1.89801024,  4.80507248])"
1805,690033,Czestochowa University of Technology,0,0,"array([-1.76958441,  4.84522948])"
1806,555941,Dakota State University,0,0,"array([-2.24615863,  6.3170607 ])"
1807,557408,Boreskov Institute of Catalysis,0,0,"array([-2.30209772,  4.92717968])"
1808,555929,Colorado Technical University,0,0,"array([-1.77068429,  5.46675116])"
1809,540337,Stellenbosch University,0,0,"array([-2.31654   ,  5.62237903])"
1810,690085,Zhukovsky Air Force Engineering Academy,0,0,"array([-1.37315212,  5.50340366])"
1811,182,Santa Clara University,2,1,"array([-2.22961784,  5.65114697])"
1812,556130,"Institute for Control Sciences, Moscow",0,0,"array([-2.29440758,  5.16973341])"
1813,538914,Osaka Prefecture University,0,0,"array([-1.97038469,  4.96193653])"
1814,541631,Moscow Institute of Steel and Alloys,0,0,"array([-1.38390632,  5.54136796])"
1815,556838,Shizuoka University,0,0,"array([-2.36335138,  5.80575805])"
1816,552091,University of Galatzi,0,0,"array([-1.8841227 ,  6.08412953])"
1817,555822,Bharathiar University,0,0,"array([-2.07829324,  6.11992106])"
1818,557063,Universitatea \"Lucian Blaga\" din Sibiu,0,0,"array([-2.43823416,  5.0120245 ])"
1819,613031,French Institute of Petroleum,0,0,"array([-1.41364763,  5.18787162])"
1820,553765,"Technical University, Sofia",0,0,"array([-2.36963593,  4.9516405 ])"
1821,537136,University of Northern Iowa,0,0,"array([-1.91233536,  5.29184241])"
1822,557278,Vienna University of Economics and Business Administration,0,0,"array([-2.37783139,  5.75386981])"
1823,547928,TU Bergakademie Freiberg,0,0,"array([-1.71276826,  5.47582441])"
1824,622063,Roma Tre University (Rome III),0,0,"array([-1.73354739,  5.54853379])"
1825,537130,Valparaiso University,0,0,"array([-2.52624204,  5.0379346 ])"
1826,557163,University of Leoben,0,0,"array([-2.55442824,  5.42201101])"
1827,555861,Carl von Ossietzky University,0,0,"array([-2.66556731,  5.53209429])"
1828,556555,National Technical University,0,0,"array([-2.282456  ,  6.16297701])"
1829,557152,University of Istanbul,0,0,"array([-1.74544719,  5.1909033 ])"
1830,689993,Iran University Of Medical Sciences,0,0,"array([-1.99971943,  4.8796458 ])"
1831,558758,University of Naples Federico II,0,0,"array([-2.19235197,  5.17237391])"
1832,557473,Institute for Physics and Power Engineering,0,0,"array([-1.54401394,  5.85147805])"
1833,556360,Korea Aerospace University,0,0,"array([-2.32527497,  4.92751563])"
1834,544466,Shanghai University,0,0,"array([-1.63196888,  5.14352863])"
1835,542147,Moscow Institute for Physics and Technology,0,0,"array([-2.11588066,  5.00265343])"
1836,690088,E.T.S. de Ingenieros Aeronauticos in Madrid,0,0,"array([-2.73241822,  5.67374241])"
1837,557235,University of Technology of Troyes,0,0,"array([-1.38028573,  5.31870776])"
1838,689763,Moscow Automobile and Highway Technology Institute,0,0,"array([-2.47487208,  5.91374303])"
1839,689997,Ajou University,0,0,"array([-2.05811013,  5.17216881])"
1840,556128,Institute for Computational Engineering and Sciences,0,0,"array([-2.05699309,  6.17032453])"
1841,557233,University of Sunderland,0,0,"array([-2.38819888,  5.20579511])"
1842,556026,GEMPPM Laboratory in Villeurbanne,0,0,"array([-2.88512082,  5.40248329])"
1843,689826,Universidad Autónoma de Nuevo León,0,0,"array([-1.91549688,  5.26707877])"
1844,553334,Mansoura Univeristy,0,0,"array([-1.81175693,  5.7235916 ])"
1845,689950,"Institute of Problems of Strength, Ukraine",0,0,"array([-1.54892715,  5.97886232])"
1846,554664,"People's Friendship University, Moscow",0,0,"array([-1.69349022,  5.63371343])"
1847,551306,Henry Poincare University,0,0,"array([-2.25223812,  5.11926423])"
1848,539060,Japan Graduate University,0,0,"array([-2.90837917,  5.26781902])"
1849,615059,West Virginia University Institute of Technology,0,0,"array([-2.28435893,  5.07224783])"
1850,556814,Seikei University,0,0,"array([-1.6374197 ,  6.10459604])"
1851,689904,Sichuan University,0,0,"array([-2.14101447,  5.22659592])"
1852,554763,University of Greenwich,0,0,"array([-1.96414368,  4.99797851])"
1853,689999,Mendeleev Institute of Metrology,0,0,"array([-2.49078843,  6.00668267])"
1854,558057,Bauman Moscow State Technical University,0,0,"array([-1.39562034,  5.8534371 ])"
1855,556971,"Technical University, Ostrava",0,0,"array([-1.75463186,  5.9429903 ])"
1856,557182,University of Montenegro,0,0,"array([-1.47749656,  5.36583402])"
1857,557296,Washington and Lee University,0,0,"array([-2.38299501,  5.82436933])"
1858,690049,Institut EuropTan d'Administration des Affaires,0,0,"array([-1.80646772,  5.24099048])"
1859,557754,London Business School,0,0,"array([-2.07816778,  5.65598616])"
1860,557779,University of Mannheim,0,0,"array([-2.36280727,  5.62737556])"
1861,542566,IE Business School,0,0,"array([-1.91322619,  4.7492164 ])"
1862,558015,University of Evry,0,0,"array([-2.66816227,  5.14228757])"
1863,557420,Copenhagen Business School,0,0,"array([-2.07914262,  5.18192012])"
1864,544764,Indian Institute of Management,0,0,"array([-1.69692304,  5.60625858])"
1865,505,Bentley,9,3,"array([-2.04248424,  5.61000685])"
1866,557170,University of Marseille,0,0,"array([-1.58236964,  5.32964863])"
1867,556858,Southeastern Nova University,0,0,"array([-1.62595151,  5.88388808])"
1868,554737,Università Cattolica Del Sacro Cuore,0,0,"array([-1.86482253,  5.14245153])"
1869,553645,Jean Moulin University Lyon,0,0,"array([-2.5785311 ,  5.92960515])"
1870,558355,Missouri State University-Springfield,0,0,"array([-1.47011088,  5.31005282])"
1871,554768,University of Oulu,0,0,"array([-2.48199828,  5.36175665])"
1872,557680,University of South Africa,0,0,"array([-2.34960262,  5.61852784])"
1873,558331,IESE Business School,0,0,"array([-1.55745951,  5.21389187])"
1874,556077,Helsinki School of Economics and Business Administration,0,0,"array([-2.69207636,  5.96525284])"
1875,545187,Netherlands School of Economics,0,0,"array([-2.79469544,  5.51081446])"
1876,557456,Grenoble Ecole de Management,0,0,"array([-1.9203489 ,  5.17008999])"
1877,539000,Stockholm School of Economics,0,0,"array([-2.04247375,  5.72482896])"
1878,540829,Kennedy-Western University,0,0,"array([-2.63431774,  5.52357449])"
1879,556881,St John Fisher College,0,0,"array([-2.2641694 ,  5.89961127])"
1880,556856,South Texas College of Law,0,0,"array([-2.23159626,  4.99161462])"
1881,690142,ESADE Business School,0,0,"array([-1.97398476,  4.75911767])"
1882,557610,Swedish School of Economics and Business Administration,0,0,"array([-1.45547761,  5.59950787])"
1883,559146,EBS University of Business and Law,0,0,"array([-1.48684445,  5.54792415])"
1884,556602,North Carolina Central University,0,0,"array([-2.43261644,  6.27187841])"
1885,541657,Aquinas Institute of Philosophy,0,0,"array([-2.40838688,  6.07376435])"
1886,539790,Virginia State University,0,0,"array([-1.96291841,  5.16841554])"
1887,537882,Texas A&M International University,0,0,"array([-1.81861224,  5.64287638])"
1888,537881,Kennesaw State University,0,0,"array([-1.84321435,  5.64164624])"
1889,558324,Fundacao Getulio Vargas,0,0,"array([-2.37751159,  5.90816394])"
1890,556414,Loyola University New Orleans,0,0,"array([-2.44923329,  5.66728711])"
1891,557667,University Of Phoenix,0,0,"array([-2.31551145,  5.60373469])"
1892,544321,US International University,0,0,"array([-2.04416135,  4.99530572])"
1893,555775,"Argosy University, Sarasota",0,0,"array([-2.53413656,  5.35880048])"
1894,10,Antioch (New England),2,2,"array([-2.33249946,  5.60632995])"
1895,118,Maharishi University of Management,11,3,"array([-1.8637476,  5.3339175])"
1896,557956,University of Greifswald,0,0,"array([-1.8207526 ,  5.13782021])"
1897,558223,Ecole Nationale Superieure des Telecommunications,0,0,"array([-1.80680396,  5.47520552])"
1898,689825,Universite de Franche Comte,0,0,"array([-1.95040634,  5.23690143])"
1899,689773,"University of the Republic, Uruguay",0,0,"array([-1.95882997,  5.26571695])"
1900,690047,K. N. Toosi University of Technology,0,0,"array([-2.73886675,  5.44885033])"
1901,538129,Kharkov Polytechnic Institute,0,0,"array([-2.46262647,  5.1819953 ])"
1902,689834,Krasnoyarsk State University,0,0,"array([-2.54267916,  5.10835214])"
1903,690113,Rzeszow Technical University,0,0,"array([-2.76692602,  5.41971208])"
1904,544546,University of Nis,0,0,"array([-1.9307261 ,  5.03757635])"
1905,545114,Leningrad Electrotechnical University,0,0,"array([-2.55933809,  5.1935229 ])"
1906,557689,University of Thessaly,0,0,"array([-2.64103575,  5.48485951])"
1907,556148,Institute For Systems And Robotics,0,0,"array([-2.67505791,  5.19673742])"
1908,558087,Hanoi University of Science and Technology,0,0,"array([-2.4955447,  4.8964996])"
1909,558178,University of South Brittany,0,0,"array([-2.14882517,  4.85714566])"
1910,554192,University of Technology Nagoaka,0,0,"array([-1.84339239,  4.76574827])"
1911,556994,Tomsk Polytechnic Institute,0,0,"array([-1.57813316,  5.99210505])"
1912,545852,Tampere University of Technology,0,0,"array([-2.69285767,  5.72073442])"
1913,544058,Karlsruhe University,0,0,"array([-1.82814982,  5.45281965])"
1914,558597,Sabanci University,0,0,"array([-1.65933228,  5.88414248])"
1915,555485,Saga University,0,0,"array([-2.8916201,  5.1377052])"
1916,556904,State Engineering University of Armenia,0,0,"array([-2.52326136,  6.2024872 ])"
1917,557932,University of Macedonia,0,0,"array([-2.6186102,  5.5024456])"
1918,689852,University of Ancona School of Medicine,0,0,"array([-1.71846466,  5.53366817])"
1919,690132,Shanghai Institute of Optics and Fine Mechanics,0,0,"array([-1.74838094,  5.10460973])"
1920,546066,GIRICOND Science & Research Institute,0,0,"array([-1.87629072,  6.05729058])"
1921,634251,"Institute for Research in Fundamental Sciences, Tehran, Iran",0,0,"array([-2.25520256,  5.01784582])"
1922,556880,"Ss. Cyril and Methodius University, Skopje",0,0,"array([-2.12482844,  5.86000857])"
1923,559134,FEMTO-ST Institute,0,0,"array([-1.99217426,  6.07834991])"
1924,558936,ITMO University,0,0,"array([-1.88338362,  4.77935515])"
1925,690087,The Institute of Optics,0,0,"array([-2.35369087,  4.78298192])"
1926,558197,Hasso Plattner Institute,0,0,"array([-1.71262853,  5.23639034])"
1927,547559,Technical University Ilmenau,0,0,"array([-1.62730761,  4.90229706])"
1928,554554,Curtin University,0,0,"array([-2.13942219,  5.74183154])"
1929,689937,"Physical-Technical Institute, Russia",0,0,"array([-1.80965805,  6.0147295 ])"
1930,690101,"Institute of Physics, Russia",0,0,"array([-2.12299192,  4.84423581])"
1931,557251,University of Udine,0,0,"array([-2.63880712,  5.35687126])"
1932,557440,Federal University of Campina Grande,0,0,"array([-2.48969171,  4.78009788])"
1933,556268,"Institute of Steel and Alloys, Moscow",0,0,"array([-1.94046292,  4.95687212])"
1934,544492,The University of Jammu,0,0,"array([-2.62739131,  5.87163057])"
1935,557641,University of Brighton,0,0,"array([-2.4731713 ,  5.56947611])"
1936,556193,"Institute of Electron Technology, Warsaw",0,0,"array([-1.7186483 ,  4.95686979])"
1937,622093,Peter the Great St Petersburg Polytechnic University,0,0,"array([-2.01814739,  5.84473695])"
1938,558340,Khalifa University,0,0,"array([-2.86195426,  5.54561255])"
1939,555915,Clausthal University of Technology,0,0,"array([-1.76391594,  5.5354724 ])"
1940,556671,Polytechnic Institute of Timisoara,0,0,"array([-2.72706878,  5.82203789])"
1941,555838,Brno University of Technology,0,0,"array([-1.80366261,  5.01804482])"
1942,552347,Shanghai Institute of Microsystem and Information Technology,0,0,"array([-2.25663867,  6.111744  ])"
1943,557726,Ecole Normale Superieure de Lyon,0,0,"array([-2.18875689,  6.11707463])"
1944,551339,University of Versailles,0,0,"array([-1.99163645,  5.95725167])"
1945,550232,North China Electric Power University,0,0,"array([-1.73952476,  4.80376873])"
1946,552448,Yildiz Technical University,0,0,"array([-2.15797473,  4.66364577])"
1947,543845,Toyama Medical and Pharmaceutical University,0,0,"array([-1.86486889,  5.1958376 ])"
1948,689968,Technical University of Nova Scotia,0,0,"array([-2.61111482,  5.34561524])"
1949,542196,Norwegian University of Science and Technology,0,0,"array([-1.99651694,  5.22979228])"
1950,689975,Kitami Institute of Technology,0,0,"array([-2.80605428,  5.36803369])"
1951,558937,Concordia University-Wisconsin,0,0,"array([-1.42312098,  5.88505665])"
1952,542039,Moscow Institute of Electronic Engineering,0,0,"array([-1.40033574,  5.40142737])"
1953,690073,Federal University of Pernambuco,0,0,"array([-2.01125713,  5.12042063])"
1954,556215,"Institute of Mathematical Sciences, Chennai, India",0,0,"array([-2.04784025,  6.07235264])"
1955,540671,University of Hagen,0,0,"array([-2.35815586,  5.92503252])"
1956,541270,University of Lugano,0,0,"array([-2.26976864,  5.18690876])"
1957,556550,National Research Institute,0,0,"array([-2.36360376,  4.75155509])"
1958,550052,Kyushu Institute of Technology,0,0,"array([-1.69209966,  6.13174737])"
1959,557694,University of Ulster,0,0,"array([-2.35824057,  5.64541958])"
1960,628927,General Research Institute for Non-Ferrous Metals,0,0,"array([-1.40639677,  5.43974292])"
1961,557432,Eastern Kentucky University,0,0,"array([-1.90040457,  6.00466184])"
1962,558117,Max Planck Institute for Metals Research,0,0,"array([-2.80056038,  5.73273323])"
1963,622252,Ivan Franko National University of Lviv,0,0,"array([-2.6129297 ,  5.62379255])"
1964,690143,Bhabha Atomic Research Center,0,0,"array([-2.87041508,  5.24791327])"
1965,556627,Odense University,0,0,"array([-1.66445166,  5.53096998])"
1966,555355,Lviv Polytechnic National University,0,0,"array([-1.96155759,  5.10424039])"
1967,558869,Pontifical Catholic University of Rio de Janeiro,0,0,"array([-1.83944645,  5.16342292])"
1968,557743,Otto-von-Guericke University,0,0,"array([-2.24914698,  5.92405481])"
1969,539214,Leningrad Electrical Engineering Institute,0,0,"array([-2.16483716,  4.77919806])"
1970,540294,FOM Institute,0,0,"array([-1.55295248,  5.33106708])"
1971,557514,Lowell Technological Institute,0,0,"array([-2.64134309,  4.85811439])"
1972,556448,Massachusetts School of Law,0,0,"array([-2.656437  ,  5.27301136])"
1973,558856,Academy of Sciences of Uzbekistan,0,0,"array([-1.76780797,  4.76494443])"
1974,552950,Tula Technical University,0,0,"array([-2.77544022,  5.55537918])"
1975,557998,Belarusian Polytechnic Institute,0,0,"array([-2.35836136,  6.03597759])"
1976,558679,La Universidad de los Andes,0,0,"array([-1.69370708,  5.66082822])"
1977,556150,Institute for Theoretical Physics,0,0,"array([-2.07545935,  4.93796096])"
1978,537125,Western Washington University,0,0,"array([-2.31286553,  5.90283669])"
1979,556600,Nizhny Novgorod Technical University,0,0,"array([-2.52358288,  4.77231376])"
1980,557050,Universidade do Estado do Rio de Janeiro,0,0,"array([-2.48791655,  5.44657214])"
1981,540076,Walla Walla University,0,0,"array([-2.70893211,  5.1483229 ])"
1982,633974,Universidad Autónoma del Estado de México,0,0,"array([-2.3976842 ,  4.92755454])"
1983,557828,Zagazig University,0,0,"array([-1.58803611,  5.21041787])"
1984,556335,Karnatak University,0,0,"array([-1.76654205,  5.49300745])"
1985,557884,University of Sannio,0,0,"array([-2.30998638,  6.14202669])"
1986,540590,Universite de Bretagne OccidentalUniversite de Bretagne Occidentale Fra,0,0,"array([-2.19693049,  4.79205834])"
1987,689786,"Institut National Polytechnique, Toulouse",0,0,"array([-2.36035479,  5.83435251])"
1988,558150,South China Normal University,0,0,"array([-1.93658924,  4.81050426])"
1989,634000,Università Campus Bio-Medico di Roma,0,0,"array([-2.76813108,  5.47482003])"
1990,689871,Korea University Medical College,0,0,"array([-2.2629058 ,  6.19192094])"
1991,554570,Fujian Medical University,0,0,"array([-1.86306053,  5.58778984])"
1992,557323,Yamagata University,0,0,"array([-2.53878944,  5.72198447])"
1993,553505,Madonna University,0,0,"array([-2.86943137,  5.80311625])"
1994,690034,Indian Institute of Toxicology Research,0,0,"array([-2.62334068,  5.72525826])"
1995,557478,Institute of Cell Biophysics,0,0,"array([-1.92939031,  4.91346273])"
1996,558020,CNRS Gif-sur-Yvette,0,0,"array([-2.39476021,  6.2137746 ])"
1997,541782,Bashkir State University,0,0,"array([-1.53123072,  5.88271615])"
1998,559104,University of Electro-Communications,0,0,"array([-2.68258448,  5.09643419])"
1999,540461,"European University Institute, Florence",0,0,"array([-2.38025095,  5.48342097])"
2000,555773,"Architectural Association School of Architecture, London",0,0,"array([-2.26946661,  5.16069761])"
2001,555588,University of Cottbus,0,0,"array([-1.85654257,  4.79400674])"
2002,555837,Brandenburg Technical University,0,0,"array([-1.61629204,  5.34510462])"
2003,674325,Ibero-American University Puebla,0,0,"array([-2.15207496,  5.85100451])"
2004,689849,Edinburgh College of Art,0,0,"array([-2.21105673,  5.09358066])"
2005,557423,Cranbrook Academy of Art,0,0,"array([-2.08832635,  5.06170209])"
2006,689888,Universidad de Seville,0,0,"array([-2.50194851,  5.78915317])"
2007,690044,Bauhaus University,0,0,"array([-2.38628109,  5.94005965])"
2008,557924,"Universidad San Pablo CEU, Madrid",0,0,"array([-1.68670858,  5.13265593])"
2009,558102,Ion Mincu University of Architecture and Urbanism,0,0,"array([-1.5789938 ,  5.66764192])"
2010,558865,Barcelona School of Architecture,0,0,"array([-1.85355479,  6.11366892])"
2011,677529,Universidad San Pablo,0,0,"array([-1.82782385,  6.11618092])"
2012,549596,University Weimar,0,0,"array([-1.77915959,  4.94691126])"
2013,539283,Berlage Institute,0,0,"array([-1.58746527,  5.76684943])"
2014,600056,East-West Center,0,0,"array([-2.14166491,  4.82095318])"
2015,556083,"Higher Technical School of Architecture, Architecture of Barcelona",0,0,"array([-2.76225164,  5.27836987])"
2016,556213,Institute of International Studies in Trieste,0,0,"array([-1.65115504,  6.0454203 ])"
2017,509,Toyota Technological Institute at Chicago,0,0,"array([-2.52635787,  5.25464716])"
2018,645463,Max Planck Institute for Software Systems,0,0,"array([-1.78827105,  5.97035528])"
2019,539102,The University of Genoa,0,0,"array([-2.42420965,  5.24333814])"
2020,555997,Federal University of Santa Catarina,0,0,"array([-2.01097018,  5.86544685])"
2021,558850,Beijing University of Posts and Telecommunications,0,0,"array([-2.22141568,  6.10718462])"
2022,558171,University of Latvia,0,0,"array([-1.66639979,  5.58169984])"
2023,558183,Vienna University of Technology in Austria,0,0,"array([-2.1337595 ,  5.90420311])"
2024,557933,University of Messina,0,0,"array([-1.91355685,  5.69995792])"
2025,557968,"University of Michigan, Dearborn",0,0,"array([-1.9225225,  6.2926698])"
2026,545278,Minsk Institute of Mathematics,0,0,"array([-2.37149779,  4.88287833])"
2027,554636,Minnesota State University-Mankato,0,0,"array([-2.07257887,  5.15877304])"
2028,559338,INRIA Grenoble Rhône-Alpes,0,0,"array([-1.4131256 ,  5.55721087])"
2029,556737,"Romanian Academy, Cluj-Napoca, Romania",0,0,"array([-1.81056348,  4.89489922])"
2030,557122,University of Dhaka,0,0,"array([-1.85020887,  5.23975284])"
2031,689979,Moldova State University,0,0,"array([-2.4400125 ,  5.76756072])"
2032,556257,"Institute of Precision Mechanics and Computer Technology, Moscow",0,0,"array([-2.67198084,  6.1067283 ])"
2033,622056,Siksha 'O' Anusandhan,0,0,"array([-2.73968944,  5.26864987])"
2034,559964,Singapore Management University,0,0,"array([-2.92483946,  5.47600056])"
2035,558578,Leeds Beckett University,0,0,"array([-2.48176676,  5.32969594])"
2036,559351,Ferdowsi University of Mashhad,0,0,"array([-2.56339079,  4.88467926])"
2037,539746,"Technological University, Moscow",0,0,"array([-1.55046006,  5.63211662])"
2038,556518,Nanjing Forestry University,0,0,"array([-2.33016801,  5.8874721 ])"
2039,556907,"State Land Organization University, Moscow",0,0,"array([-2.74348978,  5.58143196])"
2040,554621,"Marian University, IN",0,0,"array([-2.41189829,  6.18518716])"
2041,557261,"University of Wisconsin, Stout",0,0,"array([-1.90764928,  6.18285439])"
2042,556085,Himachal Pradesh University,0,0,"array([-1.74032625,  5.88213562])"
2043,559336,Iran University of Science and Technology,0,0,"array([-2.10979324,  6.23483565])"
2044,557517,Manchester Metropolitan University,0,0,"array([-1.99758451,  6.18606096])"
2045,557363,Seattle University,0,0,"array([-2.42854228,  5.65591426])"
2046,689938,"Kasturba Medical College, Manipal University",0,0,"array([-2.50054639,  5.4927197 ])"
2047,558209,Wilmington University,0,0,"array([-2.00490385,  5.81551612])"
2048,616462,"Indian Institute of Technology, Kharagpur",0,0,"array([-1.53466066,  5.35291959])"
2049,557455,Grambling State University,0,0,"array([-2.00012604,  5.77081026])"
2050,650242,NBS,0,0,"array([-1.42207008,  5.62637223])"
2051,557335,"Graduate Institute Geneva, The",0,0,"array([-1.89297188,  5.61255748])"
2052,689990,Norwegian School of Economics,0,0,"array([-1.88885191,  5.85873084])"
2053,613862,BI Norwegian Business School,0,0,"array([-1.7701333 ,  5.83701595])"
2054,623162,University of Washington-Bothell Campus,0,0,"array([-2.3016888 ,  6.05348795])"
2055,557097,University of Aix-Marseille III,0,0,"array([-2.62742179,  5.68083459])"
2056,557755,Athens University Economics and Business,0,0,"array([-2.15752383,  4.91172188])"
2057,690056,Institute of the Ruhr University Bochum,0,0,"array([-2.55547605,  5.17036666])"
2058,544330,Kingston University,0,0,"array([-2.07497928,  6.03770289])"
2059,559938,Ramon Llull University,0,0,"array([-2.32489324,  6.20521702])"
2060,557558,Oklahoma City University,0,0,"array([-2.04085958,  5.86704921])"
2061,557317,Woodrow Wilson College of Law,0,0,"array([-1.7927267,  6.0633543])"
2062,557943,WHU Otto Beisheim School of Management,0,0,"array([-2.1104539 ,  6.07508454])"
2063,556870,Southwestern University School of Law,0,0,"array([-2.42023561,  6.23603197])"
2064,557729,Instituto de Empresa (IE Business School),0,0,"array([-2.92158647,  5.18742438])"
2065,557550,Northern Kentucky University,0,0,"array([-1.88069375,  5.74055956])"
2066,557669,University of Port Elizabeth,0,0,"array([-2.24792492,  5.9485869 ])"
2067,558669,"Anderson University, IN",0,0,"array([-2.72928996,  5.51752209])"
2068,554553,Corpus Christi State University,0,0,"array([-2.22779219,  6.21693   ])"
2069,555854,California Western School of Law,0,0,"array([-1.93422266,  6.00261587])"
2070,537138,University of Richmond,0,0,"array([-2.06588239,  4.99362593])"
2071,558320,EDHEC Business School,0,0,"array([-2.62373117,  5.30520396])"
2072,536253,Chapman University,0,0,"array([-2.51844264,  5.38222572])"
2073,557963,Swiss Finance Institute,0,0,"array([-1.60157558,  5.9038472 ])"
2074,556331,"Kaplan University, Chicago",0,0,"array([-2.74510861,  5.89967384])"
2075,551887,Golden State University,0,0,"array([-2.59811844,  5.03456337])"
2076,554687,Samford University,0,0,"array([-2.20081661,  5.21214699])"
2077,556481,Mississippi College,0,0,"array([-2.34712203,  5.76505149])"
2078,554620,Mannes College The New School For Music,0,0,"array([-2.80492269,  5.69647865])"
2079,558054,Center for Monetary and Financial Studies,0,0,"array([-2.53090212,  5.28486009])"
2080,557336,Sciences Po,0,0,"array([-2.24614088,  5.73888678])"
2081,558201,Hitotsubashi University,0,0,"array([-2.14193946,  4.79102493])"
2082,690043,Tuscia University,0,0,"array([-1.68974717,  5.34434841])"
2083,555970,Ehess And Paris School Of Economics,0,0,"array([-2.48616831,  5.4760005 ])"
2084,538123,University of Paris XII (Val de Marne),0,0,"array([-2.57570091,  5.68108406])"
2085,690006,National Institute for Pure and Applied Mathematics,0,0,"array([-1.61416858,  5.17420794])"
2086,557752,Universite Jean Monnet Saint-Etienne,0,0,"array([-1.45106487,  5.62957482])"
2087,541207,Plekhanov Institute of the National Economy,0,0,"array([-2.55911743,  5.95562675])"
2088,555074,Brookings Institution,0,0,"array([-1.8812418 ,  6.11175078])"
2089,130,Mercer,16,8,"array([-2.00368247,  5.47928789])"
2090,557681,University of South Wales,0,0,"array([-2.77961975,  5.05516899])"
2091,545520,University of Baghdad,0,0,"array([-2.2472633 ,  5.09041119])"
2092,555877,Central Food Technological Research Institute,0,0,"array([-2.02871957,  5.17576575])"
2093,633351,University of Fort Hare,0,0,"array([-1.73076714,  4.98102143])"
2094,556273,"Institute of Toxicology, St. Petersburg",0,0,"array([-1.54821369,  4.97555262])"
2095,556753,Russian Research Center for Molecular Diagnostics and Therapy,0,0,"array([-1.54793083,  5.48541221])"
2096,689920,Shiga University of Medical Science,0,0,"array([-2.72288019,  5.70229071])"
